City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,queenstown,-31.8976,26.8753,11.36,78,100,4.67,ZA,1699908460
365,kavarna,43.4333,28.3333,3.6,53,0,3.19,BG,1699908460
366,guerrero negro,27.9769,-114.0611,26.52,28,7,1.94,MX,1699908460
367,morondava,-20.2833,44.2833,24.27,75,0,4.27,MG,1699908461
368,matadi,-5.8167,13.45,26.36,91,76,1.31,CD,1699908461
369,yung shue wan,22.2333,114.1167,19.79,75,49,4.99,HK,1699908461
370,ylitornio,66.3089,23.6773,-13.02,96,100,3.34,FI,1699908461
371,hermanus,-34.4187,19.2345,16.06,78,3,8.98,ZA,1699908461
372,copala,16.65,-98.9833,29.88,71,14,3.12,MX,1699908461
373,timbiqui,2.7717,-77.6654,27.6,81,60,3.25,CO,1699908461
374,guerrero,17.6667,-100.0,26.72,61,14,2.22,MX,1699908462
375,trinity beach,-16.7888,145.6968,21.94,85,75,4.12,AU,1699908462
376,rundu,-17.9333,19.7667,26.55,29,30,2.09,NA,1699908462
377,wynyard,-41.0,145.7167,13.37,62,98,3.68,AU,1699908462
378,baker city,44.7749,-117.8344,14.22,39,0,0.0,US,1699908462
379,merritt island,28.5392,-80.672,28.05,79,75,5.14,US,1699908462
380,ain sukhna,29.6002,32.3167,22.88,77,0,3.12,EG,1699908462
381,la tuque,47.4334,-72.7824,0.14,59,73,2.57,CA,1699908462
382,ceeldheer,3.8488,47.1806,27.08,81,95,2.73,SO,1699908462
383,yaren,-0.5472,166.916,27.09,84,100,10.16,NR,1699908463
384,jinchang,38.4953,102.1739,1.23,34,2,1.14,CN,1699908463
385,padangsidempuan,1.3667,99.2667,22.39,99,100,0.36,ID,1699908463
386,mil'kovo,55.6078,37.7956,5.73,81,92,7.03,RU,1699908463
387,czempin,52.144,16.7641,6.28,85,100,7.33,PL,1699908463
388,ngaoundere,7.3167,13.5833,21.62,71,99,1.09,CM,1699908463
389,tianpeng,30.9866,103.9393,10.91,85,100,2.61,CN,1699908464
390,castillos,-34.1667,-53.8333,15.46,87,100,5.5,UY,1699908464
391,san antonio,29.4241,-98.4936,19.25,78,100,4.12,US,1699908464
392,freetown,8.484,-13.2299,26.97,84,45,2.02,SL,1699908464
393,kalmunai,7.4167,81.8167,25.04,90,100,2.28,LK,1699908464
394,tuy hoa,13.0833,109.3,25.12,92,100,4.1,VN,1699908464
395,huarmey,-10.0681,-78.1522,22.51,73,93,5.44,PE,1699908465
396,ribeira brava,32.65,-17.0667,22.06,77,44,1.0,PT,1699908465
397,portland,45.5234,-122.6762,13.88,83,75,1.54,US,1699908465
398,camaqua,-30.8511,-51.8122,20.56,92,100,1.45,BR,1699908465
399,poronaysk,49.2167,143.1167,-9.8,90,43,3.37,RU,1699908465
400,neyriz,29.1988,54.3278,14.44,20,100,1.7,IR,1699908465
401,mosjoen,65.836,13.1908,-2.94,92,0,1.03,NO,1699908465
402,moyynkum,44.2914,72.9469,3.38,67,0,6.44,KZ,1699908466
403,rancho palos verdes,33.7445,-118.387,26.16,50,75,3.6,US,1699908466
404,ilobu,7.8333,4.4833,24.81,80,65,1.71,NG,1699908466
405,mili,6.0815,171.735,28.21,80,100,5.58,MH,1699908466
406,suntar,62.1444,117.6319,-8.25,95,100,2.76,RU,1699908466
407,ciudad acuna,29.3232,-100.9522,16.16,88,100,5.66,MX,1699908466
408,ponta delgada,37.7333,-25.6667,20.4,94,75,3.09,PT,1699908466
409,twon-brass,4.3151,6.2418,27.75,77,100,2.86,NG,1699908466
410,nova granada,-20.5339,-49.3142,38.14,16,24,2.18,BR,1699908467
411,makokou,0.5738,12.8642,21.35,98,73,0.45,GA,1699908467
412,ciudad bolivar,8.1222,-63.5497,33.09,46,33,4.88,VE,1699908467
413,fortuna,40.5982,-124.1573,17.51,72,0,0.0,US,1699908467
414,graham,47.0529,-122.2943,12.01,75,0,3.09,US,1699908467
415,sao jose do rio pardo,-21.5956,-46.8886,32.03,29,41,0.52,BR,1699908467
416,magadan,59.5667,150.8,-21.93,75,91,5.11,RU,1699908467
417,teknaf,20.8624,92.3058,23.68,86,60,1.83,BD,1699908467
418,farah,32.5,62.5,14.04,27,91,1.01,AF,1699908468
419,horta,38.5333,-28.6333,15.8,91,75,3.6,PT,1699908468
420,sovetsk,55.0839,21.8785,4.79,77,94,1.91,RU,1699908468
421,sitka,57.0531,-135.33,3.94,70,100,0.0,US,1699908468
422,korla,41.7597,86.1469,4.78,62,69,2.86,CN,1699908468
423,puerto armuelles,8.2833,-82.8667,30.99,84,33,3.13,PA,1699908468
424,marataizes,-21.0433,-40.8244,24.9,85,29,7.68,BR,1699908468
425,lazaro cardenas,17.9583,-102.2,29.85,67,42,3.78,MX,1699908468
426,yatou,37.15,122.3833,3.08,59,75,3.32,CN,1699908469
427,ta`u,-14.2336,-169.5144,27.82,83,89,3.88,AS,1699908469
428,buka,40.8108,69.1986,8.26,39,0,2.07,UZ,1699908469
429,ornskoldsvik,63.2909,18.7153,-9.47,92,100,3.6,SE,1699908469
430,upington,-28.4478,21.2561,26.21,11,0,3.09,ZA,1699908469
431,haiku-pauwela,20.9219,-156.3051,27.87,55,20,9.77,US,1699908469
432,yei,4.095,30.6779,19.73,96,100,0.33,SS,1699908469
433,pemba,-12.974,40.5178,25.39,100,0,4.63,MZ,1699908469
434,kidal,18.4411,1.4078,26.48,12,0,4.65,ML,1699908470
435,belmonte,-15.8631,-38.8828,25.51,78,0,5.78,BR,1699908470
436,saldanha,-33.0117,17.9442,21.03,70,2,6.57,ZA,1699908470
437,mossel bay,-34.1831,22.146,15.96,81,75,8.58,ZA,1699908470
438,sao jose da coroa grande,-8.8978,-35.1478,25.96,78,56,4.07,BR,1699908470
439,vondrozo,-22.8167,47.2833,19.29,95,46,0.38,MG,1699908470
440,bangjun,39.9911,117.2628,0.51,36,97,1.42,CN,1699908470
441,arno,60.1167,18.6333,2.66,97,100,3.49,SE,1699908470
442,kandri,21.4167,79.2667,19.76,54,36,2.69,IN,1699908471
443,malvan,16.0667,73.4667,26.18,61,100,1.85,IN,1699908471
444,vilyuysk,63.7553,121.6247,-14.7,96,100,2.5,RU,1699908471
445,watari,38.035,140.8511,5.43,74,47,4.6,JP,1699908471
446,kingston,17.997,-76.7936,32.53,66,20,10.29,JM,1699908471
447,gargalianoi,37.0667,21.6333,15.2,78,39,4.64,GR,1699908471
448,khandyga,62.6667,135.6,-32.88,100,63,1.07,RU,1699908471
449,carnarvon,-24.8667,113.6333,20.05,76,30,4.41,AU,1699908471
450,hithadhoo,-0.6,73.0833,27.47,81,51,4.3,MV,1699908471
451,sept-iles,50.2001,-66.3821,-2.19,75,75,3.09,CA,1699908472
452,noshiro,40.2039,140.0242,7.16,73,100,8.85,JP,1699908472
453,bulayevo,54.9056,70.4439,2.43,92,100,4.29,KZ,1699908472
454,katerini,40.2719,22.5025,13.06,84,5,0.96,GR,1699908472
455,port mathurin,-19.6833,63.4167,25.1,77,0,1.34,MU,1699908472
456,conceicao da barra,-18.5933,-39.7322,25.4,80,4,6.33,BR,1699908472
457,ordubad,38.9059,46.0234,15.64,40,37,1.28,AZ,1699908472
458,vila velha,-20.3297,-40.2925,28.97,81,0,7.72,BR,1699908472
459,bechar,31.6167,-2.2167,21.18,23,0,1.03,DZ,1699908473
460,warrnambool,-38.3833,142.4833,13.04,75,100,3.02,AU,1699908473
461,severo-yeniseyskiy,60.3725,93.0408,-4.12,98,100,0.89,RU,1699908473
462,chabahar,25.2919,60.643,25.32,60,100,2.98,IR,1699908473
463,vilhena,-12.7406,-60.1458,31.12,55,40,4.63,BR,1699908473
464,tazovsky,67.4667,78.7,-17.39,92,6,4.83,RU,1699908473
465,trat,12.5,102.5,24.42,89,81,2.34,TH,1699908473
466,nemuro,43.3236,145.575,3.25,69,27,7.86,JP,1699908473
467,erenhot,43.6475,111.9767,-3.27,38,30,3.68,CN,1699908474
468,dikwa,12.024,13.9165,30.31,24,82,1.7,NG,1699908474
469,coahuayana de hidalgo,18.7,-103.6583,32.37,54,58,2.42,MX,1699908474
470,hilvan,37.5869,38.9551,15.49,82,75,3.6,TR,1699908474
471,la ronge,55.1001,-105.2842,1.14,75,100,3.09,CA,1699908474
472,sao joao del rei,-21.1356,-44.2617,28.51,40,92,2.12,BR,1699908474
473,lloydminster,53.2835,-110.0016,5.12,48,75,6.17,CA,1699908474
474,ujae,8.9322,165.7642,28.24,82,100,8.78,MH,1699908474
475,damboa,11.156,12.7576,27.13,25,99,3.05,NG,1699908475
476,sur,22.5667,59.5289,24.68,53,6,1.04,OM,1699908475
477,nar'yan-mar,67.6713,53.087,-13.27,97,100,3.58,RU,1699908475
478,kargasok,59.0556,80.8572,-6.13,93,8,4.02,RU,1699908475
479,antsiranana,-12.2787,49.2917,25.17,81,100,3.59,MG,1699908475
480,nova vicosa,-17.8919,-39.3719,25.39,79,15,7.51,BR,1699908475
481,ulety,51.3572,112.4849,-11.99,90,60,1.66,RU,1699908475
482,altar,30.7,-111.8167,29.5,20,0,3.07,MX,1699908475
483,okeho,8.0333,3.35,26.2,52,1,1.08,NG,1699908475
484,yelan'-koleno,51.1523,41.2306,5.0,87,29,4.85,RU,1699908476
485,carahue,-38.7,-73.1667,11.42,72,85,3.56,CL,1699908476
486,hadibu,12.65,54.0333,26.37,85,97,4.19,YE,1699908476
487,shimanovsk,52.0,127.7,-11.53,90,22,1.78,RU,1699908476
488,huilong,31.8111,121.655,8.47,78,37,3.63,CN,1699908476
489,quellon,-43.1167,-73.6167,8.64,63,80,7.0,CL,1699908476
490,porto velho,-8.7619,-63.9039,30.03,66,40,0.51,BR,1699908476
491,huambo,-12.7761,15.7392,17.89,94,70,2.06,AO,1699908476
492,maumere,-8.6199,122.2111,26.65,81,86,2.34,ID,1699908476
493,maralal,1.0968,36.698,15.47,89,50,1.83,KE,1699908477
494,suez,29.9737,32.5263,22.17,81,0,4.65,EG,1699908477
495,iwanai,42.9744,140.5089,1.9,82,100,5.39,JP,1699908477
496,rangia,26.4667,91.6333,18.39,83,2,2.97,IN,1699908477
497,madinat ash shamal,26.1293,51.2009,26.36,61,16,2.91,QA,1699908477
498,sungurlu,40.1675,34.3739,15.35,63,95,5.37,TR,1699908477
499,shyshaky,49.8817,34.0112,3.61,82,7,3.55,UA,1699908477
500,nadi,-17.8,177.4167,27.0,74,75,4.63,FJ,1699908477
501,amanpur,27.7167,78.75,20.07,41,100,1.28,IN,1699908478
502,halifax,44.6453,-63.5724,4.0,67,35,2.06,CA,1699908478
503,port saint john's,-31.6229,29.5448,17.08,81,100,4.12,ZA,1699908478
504,sorong,-0.8833,131.25,26.06,84,46,3.71,ID,1699908478
505,aripuana,-9.1667,-60.6333,28.45,65,98,0.41,BR,1699908478
506,djambala,-2.5447,14.7533,20.32,93,20,0.37,CG,1699908478
507,mbeya,-8.9,33.45,17.1,87,92,1.21,TZ,1699908478
508,yemva,62.59,50.8594,0.97,98,100,4.14,RU,1699908478
509,severo-vostotchnyi bank,39.4112,49.2479,16.46,78,0,7.25,AZ,1699908479
510,ndioum,16.5129,-14.6471,32.51,13,9,3.51,SN,1699908479
511,colonia,50.9333,6.95,12.85,74,40,7.2,DE,1699908479
512,vanimo,-2.6741,141.3028,25.57,90,80,2.94,PG,1699908479
513,zanzibar,-6.1639,39.1979,25.27,91,2,1.67,TZ,1699908479
514,orbetello,42.4408,11.2196,13.01,82,100,3.84,IT,1699908479
515,ibshaway,29.358,30.6814,22.31,71,0,4.88,EG,1699908479
516,mana,5.6592,-53.7767,27.15,82,7,5.11,GF,1699908480
517,sairang,23.8,92.6667,18.03,81,13,1.17,IN,1699908480
518,acapulco de juarez,16.8634,-99.8901,30.48,69,11,4.07,MX,1699908480
519,tacoronte,28.4769,-16.4102,22.97,45,0,2.06,ES,1699908480
520,makar'yev,57.8797,43.8069,2.87,86,100,5.32,RU,1699908480
521,sungjibaegam,41.2428,128.7989,-8.09,49,0,2.26,KP,1699908480
522,new norfolk,-42.7826,147.0587,13.72,55,98,2.12,AU,1699908480
523,sungai penuh,-2.0833,101.3833,18.48,96,41,0.93,ID,1699908480
524,shush,32.1942,48.2436,23.62,32,88,2.77,IR,1699908481
525,nabire,-3.3667,135.4833,23.79,88,93,2.04,ID,1699908481
526,charleston,32.7766,-79.9309,20.05,68,0,4.12,US,1699908481
527,kavaratti,10.5669,72.642,27.46,72,93,1.37,IN,1699908481
528,bomdila,27.25,92.4,7.6,78,34,2.71,IN,1699908481
529,wainwright,52.839,-110.8572,6.67,47,100,3.58,CA,1699908482
530,saint-georges,12.0564,-61.7485,28.82,79,75,5.66,GD,1699908482
531,ulaangom,49.9811,92.0667,-6.62,92,100,1.08,MN,1699908482
532,aldama,22.9167,-98.0667,23.77,75,100,2.78,MX,1699908482
533,sarangani,5.4033,125.4636,28.23,78,97,2.42,PH,1699908482
534,lishui,28.4604,119.9103,6.71,70,86,0.49,CN,1699908483
535,kone,-21.0595,164.8658,24.05,50,1,2.04,NC,1699908483
536,chimoio,-19.1164,33.4833,20.92,82,75,1.72,MZ,1699908483
537,demopolis,32.5176,-87.8364,16.97,72,0,1.54,US,1699908483
538,christchurch,-43.5333,172.6333,23.3,52,17,2.57,NZ,1699908483
539,kas,36.2018,29.6377,19.04,80,95,0.85,TR,1699908484
540,ivanivka,46.7208,34.553,8.61,69,100,2.19,UA,1699908484
541,sotkamo,64.1333,28.4167,-3.99,92,100,3.91,FI,1699908484
542,altai,46.3722,96.2583,-7.03,72,100,2.32,MN,1699908484
543,santa cruz,-17.8,-63.1667,36.03,44,40,10.29,BO,1699908484
544,taloqan,36.7361,69.5345,10.98,44,0,1.29,AF,1699908485
545,ishigaki,24.3448,124.1572,21.07,68,75,7.72,JP,1699908485
546,cidade velha,14.9167,-23.6167,27.26,50,0,3.6,CV,1699908485
547,yanbu,24.0891,38.0637,28.02,65,0,1.54,SA,1699908486
548,urangan,-25.3,152.9,23.34,67,0,2.89,AU,1699908486
549,bozoum,6.3193,16.3799,21.61,92,92,0.12,CF,1699908487
550,mhamid,29.82,-5.72,22.77,25,98,1.1,MA,1699908488
551,foumbot,5.5079,10.6356,18.25,92,84,0.63,CM,1699908488
552,hinton,53.4001,-117.5857,2.42,63,95,2.18,CA,1699908488
553,galliano,29.4422,-90.2992,17.22,84,100,7.42,US,1699908489
554,fortaleza,-3.7227,-38.5247,28.07,74,20,6.17,BR,1699908489
555,necochea,-38.5473,-58.7368,18.64,45,65,3.91,AR,1699908489
556,saint-philippe,-21.3585,55.7679,21.77,84,75,2.83,RE,1699908489
557,ambodifotatra,-16.9833,49.85,24.63,81,100,3.16,MG,1699908489
558,dhidhdhoo,6.8833,73.1,27.6,75,98,0.73,MV,1699908489
559,zeya,53.75,127.2667,-9.73,72,59,1.16,RU,1699908490
560,zaozersk,69.4005,32.4476,-12.02,98,99,0.88,RU,1699908490
561,staro nagorichane,42.1981,21.8286,4.69,64,9,0.99,MK,1699908490
562,wahpeton,46.2652,-96.6059,12.18,43,0,6.17,US,1699908490
563,qarauyl,48.9451,79.255,1.46,98,100,3.74,KZ,1699908490
564,laojunmiao,39.8333,97.7333,-1.04,39,55,3.7,CN,1699908490
565,remire-montjoly,4.9167,-52.2667,31.02,66,0,4.63,GF,1699908491
566,harper,4.375,-7.7169,26.09,87,3,3.1,LR,1699908491
567,pudozh,61.8099,36.5345,-1.14,93,100,3.13,RU,1699908491
568,caala,-12.8525,15.5606,17.74,87,87,1.64,AO,1699908491
569,tawau,4.2498,117.8871,24.07,87,69,1.67,MY,1699908491
570,vinga,46.0167,21.2,9.47,87,20,3.09,RO,1699908491
571,camocim,-2.9022,-40.8411,27.43,75,100,7.64,BR,1699908491
572,arvika,59.6553,12.5852,-0.66,89,25,3.12,SE,1699908492
573,al ahmadi,29.0769,48.0839,25.13,62,6,3.16,KW,1699908492
574,abqaiq,25.9371,49.6776,22.01,67,27,1.38,SA,1699908492
575,shancheng,34.7953,116.0817,1.66,39,0,2.54,CN,1699908492
576,walvis bay,-22.9575,14.5053,15.53,88,7,3.09,NA,1699908492
577,bubaque,11.2833,-15.8333,28.53,71,7,5.63,GW,1699908493
578,bridgewater,44.3835,-64.5155,4.79,65,43,1.54,CA,1699908493
579,tomatlan,19.9333,-105.25,32.76,50,9,2.73,MX,1699908493
580,humberto de campos,-2.5983,-43.4611,26.84,73,100,3.82,BR,1699908493
581,solnechnyy,50.7214,136.6319,-14.43,90,31,1.56,RU,1699908493
582,fisterra,42.9049,-9.2629,18.75,97,100,11.24,ES,1699908493
583,grand-bassam,5.2118,-3.7388,27.98,87,1,3.5,CI,1699908494
584,touros,-5.1989,-35.4608,26.77,76,52,5.34,BR,1699908494
585,balabac,7.9868,117.0645,28.07,79,65,4.89,PH,1699908494
586,vadso,70.0744,29.7487,-9.91,85,40,7.72,NO,1699908494
587,verkhnevilyuysk,63.4453,120.3167,-15.98,97,100,2.21,RU,1699908494
